lat,long,stay_duration,start_date,start_time,end_date,end_time,wifi_count,edge_wifi_count,honk_duration,edge_honk_duration,d_wifi_count,d_edge_wifi_count,d_honk_duration,d_edge_honk_duration,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,0,RSI,Is_Bus_stop,Is_Signal,Is_Turn,Is_Congestion,Is_Adhoc
23.537617344166673,87.29684072277777,18,09/14/2019,15:58:23,09/14/2019,15:58:47,3,44,9,16,5,42,11,14,41.98500442504883,5.097169399261475,1.4980090856552124,-1.0112676620483398,-2.502630710601806,,1.4032764252033307,Bus_stop,Not Signal,Turn,Congestion,Not Adhoc
23.53603879333333,87.29593864499998,6,09/14/2019,15:59:09,09/14/2019,15:59:14,2,37,2,7,9,30,3,6,58.98737335205078,8.716869354248049,4.4799909591674805,-0.4543419778347016,-1.5783292055130005,,1.149587483568261,Not Bus_stop,Signal,Not Turn,Congestion,Not Adhoc
23.53558687953703,87.2973364525926,108,09/14/2019,15:59:36,09/14/2019,16:01:27,7,10,43,8,11,6,44,7,69.91610717773439,0.5737189650535583,-3.637333393096924,-4.552651882171631,-4.986727237701416,,1.8058621128650956,Bus_stop,Not Signal,Not Turn,Congestion,Not Adhoc
23.535789885714287,87.29597883571431,21,09/14/2019,16:08:18,09/14/2019,16:08:40,2,0,7,60,2,0,9,58,80.95549011230469,6.375523567199707,5.773050308227539,3.6366686820983887,-1.735870361328125,,6.393660070285637,Not Bus_stop,Signal,Not Turn,Congestion,Not Adhoc
23.52730254333333,87.31116897944445,18,09/14/2019,16:11:49,09/14/2019,16:12:06,0,1,6,18,0,1,6,18,50.8570442199707,3.9714701175689697,2.994139671325684,1.5231565237045288,-1.557543158531189,,1.2557729366263364,Bus_stop,Not Signal,Turn,Not Congestion,Not Adhoc
23.524321441818184,87.3167365509091,22,09/14/2019,16:13:12,09/14/2019,16:13:40,0,0,7,14,0,0,9,12,62.31381607055664,8.774091720581055,0.19572395086288447,-0.05745182931423187,-0.7308191061019897,,4.553984185769969,Not Bus_stop,Not Signal,Not Turn,Congestion,Not Adhoc
23.523993689,87.31810087224997,40,09/14/2019,16:13:59,09/14/2019,16:14:41,2,0,6,5,2,0,6,5,99.64479064941406,21.422372817993164,17.487760543823242,0.2901375293731689,-2.732243776321411,,1.8564895399249983,Not Bus_stop,Not Signal,Not Turn,Congestion,Not Adhoc
23.52158658,87.31659635,1,09/14/2019,16:16:02,09/14/2019,16:16:02,0,0,0,17,0,0,1,16,68.63330078125,11.204364776611328,4.70543384552002,-1.3690643310546875,-2.017952442169189,,2.177456856085853,Not Bus_stop,Not Signal,Not Turn,Congestion,Not Adhoc
23.521017934,87.31637347,10,09/14/2019,16:16:12,09/14/2019,16:16:23,0,1,1,1,0,1,1,1,65.52581787109375,5.452737808227539,2.206538438796997,-2.632398128509521,-5.200235843658447,,2.0117222670411232,Not Bus_stop,Not Signal,Not Turn,Congestion,Not Adhoc
23.50364211625,87.30784817875,8,09/14/2019,16:20:46,09/14/2019,16:20:53,0,6,0,31,1,5,0,31,80.10443115234375,-0.4994776844978333,-2.440807819366455,-2.839712381362915,-5.278861999511719,,2.8920865364909782,Bus_stop,Not Signal,Not Turn,Not Congestion,Not Adhoc
23.50031351785714,87.30607178,14,09/14/2019,16:21:51,09/14/2019,16:22:04,0,15,2,3,0,15,2,3,75.4848861694336,0.7996599674224854,-2.661749601364136,-5.60150957107544,-5.611918926239014,,1.6485739485468085,Bus_stop,Not Signal,Turn,Not Congestion,Not Adhoc
